pos,age,muslim,rel_others,yoruba,igbo,eth_others,nc,nw,se,ss,sw,lat,lng,wealth,urban
1,17,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-117360,1
1,31,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-2173,1
1,26,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-11380,1
0,15,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-96180,1
1,20,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-96180,1
1,20,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-25404,1
1,49,0,1,0,1,0,0,0,1,0,0,6.224442,8.367934,-57218,1
1,21,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-57218,1
1,48,0,1,0,1,0,0,0,1,0,0,6.224442,8.367934,-84565,1
1,24,0,1,0,1,0,0,0,1,0,0,6.224442,8.367934,-84565,1
1,35,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-82696,1
1,18,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-82696,1
1,22,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-82696,1
1,49,0,1,0,1,0,0,0,1,0,0,6.224442,8.367934,-82696,1
1,17,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-28343,1
1,48,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-25696,1
1,18,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-25696,1
1,21,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-128949,1
1,32,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-109359,1
0,15,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-109359,1
1,42,0,0,0,0,0,0,0,1,0,0,6.224442,8.367934,-101669,1
1,43,0,1,0,1,0,0,0,1,0,0,6.224442,8.367934,-139246,1
1,16,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-139246,1
1,20,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-108039,1
1,49,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-45789,1
1,26,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-45789,1
1,18,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-45789,1
1,40,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-45789,1
1,18,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-45789,1
1,35,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-53543,1
1,32,0,1,0,1,0,0,0,1,0,0,6.224442,8.367934,-53543,1
1,25,0,1,0,1,0,0,0,1,0,0,6.224442,8.367934,-50917,1
1,25,0,1,0,1,0,0,0,1,0,0,6.224442,8.367934,-111213,1
1,23,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-43893,1
1,15,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-43893,1
1,21,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-43893,1
1,41,0,1,0,1,0,0,0,1,0,0,6.224442,8.367934,-43893,1
1,16,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-43893,1
1,28,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-93484,1
1,26,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-35260,1
1,49,0,1,0,1,0,0,0,1,0,0,6.224442,8.367934,-106779,1
1,39,0,1,0,1,0,0,0,1,0,0,6.224442,8.367934,-106779,1
1,47,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-111360,1
1,16,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-111360,1
1,30,0,1,0,1,0,0,0,1,0,0,6.224442,8.367934,-157811,1
1,25,0,0,0,1,0,0,0,1,0,0,6.224442,8.367934,-157811,1
1,49,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-9520,1
1,37,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-29447,1
1,35,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-1834,1
1,28,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-103709,1
1,26,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-134628,1
1,22,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-134628,1
1,35,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-77123,1
1,27,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-130454,1
1,43,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-90216,1
1,15,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-90216,1
1,49,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-104015,1
1,24,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-104015,1
0,17,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-46971,1
1,19,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-46971,1
0,16,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,36720,1
1,48,0,1,0,1,0,0,0,1,0,0,6.223327,8.173345,-130895,1
1,15,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-23793,1
1,47,0,1,0,1,0,0,0,1,0,0,6.223327,8.173345,-134254,1
1,19,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-134254,1
1,16,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-75916,1
1,45,0,1,0,1,0,0,0,1,0,0,6.223327,8.173345,-61653,1
1,23,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-61653,1
1,49,0,1,0,1,0,0,0,1,0,0,6.223327,8.173345,-66821,1
0,16,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-66821,1
1,23,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-66821,1
1,44,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-102619,1
1,27,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-87338,1
1,25,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-112190,1
1,20,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-125786,1
1,33,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-58541,1
1,16,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-58541,1
0,21,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-129731,1
1,24,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-7807,1
1,45,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-80630,1
0,17,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-80630,1
1,25,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-42673,1
1,35,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-121358,1
1,39,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-66360,1
1,16,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-66360,1
1,35,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-110060,1
0,16,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-110060,1
1,15,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-110060,1
1,49,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-116256,1
1,24,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-80563,1
1,48,0,0,0,1,0,0,0,1,0,0,6.223327,8.173345,-95304,1
1,48,0,1,0,1,0,0,0,1,0,0,6.223327,8.173345,-61816,1
1,42,0,0,0,0,0,0,0,1,0,0,6.223327,8.173345,-97418,1
1,25,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,113119,1
1,33,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,40922,1
1,42,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,102269,1
1,23,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,102269,1
1,43,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,115112,1
0,30,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,115112,1
1,26,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,115112,1
0,17,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,115112,1
1,48,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,138510,1
1,24,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,102060,1
1,33,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,59181,1
0,45,0,0,0,0,0,0,0,1,0,0,5.881247,7.926277,93433,1
1,30,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,181095,1
0,23,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,85514,1
0,20,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,-5259,1
0,34,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,76454,1
1,40,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,131993,1
1,24,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,222430,1
1,15,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,158603,1
1,33,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,115308,1
1,39,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,22137,1
1,42,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,217759,1
1,29,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,-9411,1
1,29,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,-21237,1
1,40,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,-31966,1
1,34,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,17743,1
1,15,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,17743,1
1,20,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,-3779,1
1,47,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,-14228,1
1,29,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,-14228,1
1,19,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,-14228,1
1,49,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,-20589,1
1,25,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,-20589,1
1,20,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,-20589,1
1,18,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,-20589,1
1,39,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,44570,1
0,17,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,44570,1
0,34,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,38022,1
1,27,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,38022,1
1,25,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,38022,1
1,43,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,41449,1
1,25,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,84822,1
0,19,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,43365,1
0,33,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,-57196,1
1,30,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,-57196,1
1,26,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,-57196,1
1,22,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,-57196,1
1,23,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,66169,1
1,31,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,51033,1
0,28,0,0,0,1,0,0,0,1,0,0,5.881247,7.926277,26006,1
0,32,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,126655,1
1,33,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,126655,1
1,29,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,126655,1
1,30,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,68356,1
1,43,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,989,1
1,21,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-23593,1
1,19,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-69286,1
1,22,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-41916,1
1,36,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-1037,1
1,49,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-69785,1
0,21,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-69785,1
1,48,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-85186,1
1,27,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,23094,1
1,33,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,200321,1
1,25,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-47949,1
1,22,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,20105,1
1,44,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,35047,1
1,25,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-2513,1
1,30,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-2513,1
0,28,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-2513,1
1,24,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-2513,1
1,30,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-26713,1
1,22,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,45100,1
1,38,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,21902,1
1,18,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,21902,1
1,16,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,21902,1
1,47,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,22094,1
1,26,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-3000,1
1,19,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,10760,1
1,15,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,10760,1
1,31,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,10760,1
1,35,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-11835,1
0,26,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-11835,1
1,18,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-11835,1
1,37,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,1225,1
1,47,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-40336,1
1,19,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-40336,1
1,35,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-50140,1
1,29,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-50140,1
1,42,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,47758,1
0,19,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-34131,1
1,21,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-34131,1
1,25,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-35642,1
0,20,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-35642,1
1,23,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,44698,1
1,30,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,44698,1
1,21,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,51479,1
1,17,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,30451,1
0,19,0,0,0,1,0,0,0,1,0,0,5.92299,7.88038,-60695,1
1,40,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,51849,0
0,27,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,51400,0
1,28,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,68613,0
1,24,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,37839,0
1,45,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,-36920,0
0,17,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,-36920,0
0,19,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,-36920,0
1,48,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,4896,0
1,40,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,4896,0
0,39,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,46806,0
1,31,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,102376,0
0,19,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,102376,0
1,30,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,102376,0
1,40,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,102837,0
0,16,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,102837,0
1,24,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,82159,0
1,17,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,82159,0
1,35,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,119411,0
0,23,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,119411,0
0,27,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,-932,0
1,39,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,72739,0
0,16,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,72739,0
1,45,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,78957,0
1,49,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,57491,0
0,27,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,57491,0
1,25,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,57491,0
1,34,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,40249,0
0,25,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,95107,0
1,23,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,71532,0
0,22,1,0,0,1,0,0,0,1,0,0,6.334288,8.079278,102647,0
0,20,0,0,0,0,1,0,0,1,0,0,6.334288,8.079278,139358,0
1,23,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,138048,0
0,24,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,48522,0
0,29,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,19324,0
1,35,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,127142,0
0,39,0,0,0,0,1,0,0,1,0,0,6.334288,8.079278,121286,0
0,24,0,0,0,0,1,0,0,1,0,0,6.334288,8.079278,162271,0
1,29,0,0,1,0,0,0,0,1,0,0,6.334288,8.079278,192456,0
1,35,0,0,0,0,1,0,0,1,0,0,6.334288,8.079278,197175,0
1,32,0,0,0,1,0,0,0,1,0,0,6.334288,8.079278,137666,0
1,33,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-79043,0
0,21,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-79043,0
1,26,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-46952,0
0,17,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-46952,0
1,49,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-95012,0
1,35,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-95012,0
1,20,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-69158,0
1,29,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-69158,0
0,19,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-41293,0
1,42,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-101800,0
0,22,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-89033,0
0,20,0,0,0,0,1,0,0,1,0,0,6.166097,7.953141,-89033,0
0,37,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-32812,0
0,15,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-32812,0
1,46,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-77816,0
0,21,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-77816,0
1,42,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-79935,0
0,19,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-79935,0
0,16,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-81221,0
1,48,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-103254,0
0,45,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-79242,0
0,24,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-79242,0
0,19,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-111420,0
1,45,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-102780,0
0,18,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-102780,0
1,27,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-99746,0
0,40,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-99746,0
0,15,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-99746,0
0,22,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-84555,0
1,45,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-72101,0
0,20,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-72101,0
1,38,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-72803,0
1,23,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-72850,0
1,29,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-108014,0
1,18,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-108014,0
1,22,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-101915,0
1,38,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-19566,0
0,16,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-19566,0
1,30,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-93871,0
0,15,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-93871,0
1,23,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-66685,0
1,49,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-32595,0
1,15,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-32595,0
0,17,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-32595,0
0,23,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-70648,0
1,40,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,20652,0
0,18,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,20652,0
1,24,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-86852,0
0,18,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-86852,0
1,45,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-86852,0
1,49,0,0,0,1,0,0,0,1,0,0,6.166097,7.953141,-88603,0
1,18,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-97751,1
1,22,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-97751,1
1,45,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-37367,1
0,25,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-37367,1
1,17,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-111544,1
1,48,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-30035,1
0,15,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-30035,1
0,25,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-114219,1
0,25,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-127493,1
1,27,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,4750,1
1,45,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-78712,1
0,17,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-78712,1
0,17,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-78712,1
1,25,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-115279,1
1,44,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-37211,1
0,21,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-37211,1
0,22,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-37211,1
1,20,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-114750,1
1,43,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-79484,1
1,40,0,1,0,1,0,0,0,1,0,0,6.123768,8.097767,-54081,1
1,16,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-54081,1
0,24,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-65305,1
0,18,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-65305,1
1,29,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-3239,1
0,18,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-30481,1
1,44,0,1,0,1,0,0,0,1,0,0,6.123768,8.097767,-151827,1
1,15,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-151827,1
1,22,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-150431,1
1,48,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,56894,1
0,18,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,56894,1
1,40,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-134398,1
0,17,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-134398,1
1,32,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-174622,1
1,29,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-66260,1
0,16,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-66260,1
1,37,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-71204,1
1,32,0,0,0,1,0,0,0,1,0,0,6.123768,8.097767,-69977,1
1,40,0,1,0,1,0,0,0,1,0,0,6.224314,8.322529,-119120,1
1,35,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-119120,1
0,26,0,1,0,1,0,0,0,1,0,0,6.224314,8.322529,-104032,1
1,30,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-95734,1
1,33,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,1910,1
0,25,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-36486,1
1,25,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-16831,1
0,15,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-16831,1
0,31,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-43908,1
0,22,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-43908,1
1,48,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-32501,1
0,16,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-32501,1
0,22,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-40860,1
1,38,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-82157,1
1,17,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-82157,1
1,31,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-128142,1
1,26,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-101117,1
1,46,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-42137,1
0,19,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-42137,1
1,27,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-42137,1
1,30,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-123956,1
0,15,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-9261,1
1,40,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-31462,1
1,45,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-54602,1
1,27,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-54602,1
0,20,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-54602,1
0,16,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-54602,1
1,35,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-55257,1
1,18,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-78968,1
1,38,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-72415,1
0,15,0,0,0,1,0,0,0,1,0,0,6.224314,8.322529,-72415,1
